product_name,product_brand,expire_date,product_code
ALMOND ALL OVER (RING DOUGHNUTS),BERJAYA KRISPY KREME DOUGHNUTS SDN BHD,"
		31.08.2019",
ALMOND COOKIES,DMG FOOD INDUSTRIES SDN BHD,"
		15.05.2019",
ALMOND COOKIES,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
ALMOND COOKIES,360HORIZONZ SDN. BHD.,"
		31.10.2019",
ALMOND CROISSANT,YEAST ATELIER SDN BHD ,"
		31.07.2019",
ALMOND CRUMBLE ,YEAST ATELIER SDN BHD ,"
		31.07.2019",
ALMOND FLAKES BRITTLE,YEAST ATELIER SDN BHD ,"
		31.07.2019",
ALMOND FLAVOUR,360HORIZONZ SDN. BHD.,"
		31.10.2019",
ALMOND PAIN AU CHOCOLAT(ALMOND CHOCOLATE CROISSANT),YEAST ATELIER SDN BHD ,"
		31.07.2019",
ALMOND ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
ALMOND YOU TAIL / ALMOND CHAR KUI,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
ALPHABETS,ANGEL CANDIES SDN BHD,"
		31.10.2019",
ANCHOVY FISH BALL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
ANCHOVY SAMBAL ,BYGRACE TRADING SDN BHD,"
		15.02.2021",
ANCHOVY SAMBAL/ SAMBAL IKAN BILIS,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		28.02.2020",
ANCHOVY SOUP SEASONING POWDER,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
ANCHOVY SOUP SEASONING POWDER,360HORIZONZ SDN. BHD.,"
		15.03.2020",
ANG KOO KUIH,AROMA NYONYA SDN. BHD.,"
		15.01.2020",
ANGKU,RAHMAT VENTURE SDN BHD,"
		15.07.2019",
ANGUS BEEF BRATWURST NATURAL,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
ANGUS BEEF JUMBO CHEESE FRANKS,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
ANGUS BEEF JUMBO FRANKFURTER,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
ANGUS BEEF SPICY SAUSAGE NATURAL,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
ANGUS F1 RIBEYE,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
ANGUS F1 RIBEYE (EOP),PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
ANGUS F1 STRIPLOIN,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
ANGUS F1 STRIPLOIN (EOP),PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
ANGUS PATTIE,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
ANGUS PREMIUM BONE-IN RIBEYE,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
ANGUS PREMIUM RIBEYE MBS3,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
ANGUS PREMIUM STRIPLOIN MBS3,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
ANGUS PREMIUM TENDERLOIN MBS3,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
ANGUS T-BONE,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
ANGUS TOMAHAWK MBS3,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
ANTIFOAM 30 PS,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
AOUJUS SAUCE,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
APAM BERAS,RAHMAT VENTURE SDN BHD,"
		15.07.2019",
APAM BUTTER,RAHMAT VENTURE SDN BHD,"
		15.07.2019",
APAM GULA HANGUS,RAHMAT VENTURE SDN BHD,"
		15.07.2019",
APPLE CRUMBLE,HAZEL CAKE HOUSE,"
		31.05.2019",
APPLE DANISH,HAZEL CAKE HOUSE,"
		31.05.2019",
APPLE FILLING,HAZEL CAKE HOUSE,"
		31.05.2019",
APPLE FILLING,AINONS CAKES & PASTRIES,"
		15.02.2020",
APPLE FLAVOUR,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
APPLE FLAVOUR 02006,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
APPLE GREEN SQ,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
APPLE MUFFIN,HAZEL CAKE HOUSE,"
		31.05.2019",
APPLE SOUR,ANGEL CANDIES SDN BHD,"
		31.10.2019",
APPLE STRUDEL,HAZEL CAKE HOUSE,"
		31.05.2019",
APPLE SWEET,ANGEL CANDIES SDN BHD,"
		31.10.2019",
APPLE TART ,YEAST ATELIER SDN BHD ,"
		31.07.2019",
APPLE TART TATIN LARGE,YEAST ATELIER SDN BHD ,"
		31.07.2019",
APPLE TURNOVER,HAZEL CAKE HOUSE,"
		31.05.2019",
APPLE TURNOVER,YEAST ATELIER SDN BHD ,"
		31.07.2019",
ARTIFICIAL COCHINGAL COLOUR,360HORIZONZ SDN. BHD.,"
		31.10.2019",
ARTIFICIAL PURPLE COLOUR,360HORIZONZ SDN. BHD.,"
		31.10.2019",
ARTIFICIAL VINEGAR,YUEN CHUN INDUSTRIES SDN BHD,"
		31.01.2020",
ASAM JAWA / TAMARIND DRINK,BESMARK MARKETING ENTERPRISE SDN BHD,"
		31.08.2019",
ASAM KEPING,360HORIZONZ SDN. BHD.,"
		31.10.2019",
ASAM LAKSA PASTE,PAK HAILAM KOPITIAM SDN BHD,"
		",
ASAM LAKSA PASTE VIT,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.12.2020",
ASAM PEDAS,RU CAFE SDN BHD,"
		31.12.2019",
ASAM PEDAS MARINADE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.12.2020",
ASCORBIC ACID,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
ASIAN TROPICAL TUNA ,DPO MALAYSIA SDN BHD,"
		30.11.2019",
ASPARTAME,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
ASSORTED FRUITY TOFFEE,KIMI SWEET SDN. BHD.,"
		15.06.2019",
ASSORTED MIXED NUT,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
ASSORTED SEAFOOD STICK / ASSORTED LOK LOK ,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
"AUSTRALIA FROZEN BACK RIBS CUTS
",SALIM MK FROZEN SDN BHD,"
		30.09.2019",
"AUSTRALIA FROZEN BEEF MARROW BONE CUTS
",SALIM MK FROZEN SDN BHD,"
		30.09.2019",
"AUSTRALIA FROZEN CHUCK BONE (SLICE)
",SALIM MK FROZEN SDN BHD,"
		30.09.2019",
"AUSTRALIA FROZEN LAMB MARROW BONE CUTS
",SALIM MK FROZEN SDN BHD,"
		30.09.2019",
AUSTRALIA FROZEN LAMB SHORTLOIN (SLICE),SALIM MK FROZEN SDN BHD,"
		30.09.2019",
"AUSTRALIA FROZEN LAMB SHOULDER (CUBE)
",SALIM MK FROZEN SDN BHD,"
		30.09.2019",
"AUSTRALIA FROZEN LAMB SHOULDER (SLICE)
",SALIM MK FROZEN SDN BHD,"
		30.09.2019",
"AUSTRALIA FROZEN MUTTON CARCASE 6 WAY CUT (CUBE)
",SALIM MK FROZEN SDN BHD,"
		30.09.2019",
"AUSTRALIA FROZEN MUTTON SHOULDER (CUBE)
",SALIM MK FROZEN SDN BHD,"
		30.09.2019",
"AUSTRALIA FROZEN MUTTON SHOULDER (SLICE)
",SALIM MK FROZEN SDN BHD,"
		30.09.2019",
"AUSTRALIA FROZEN MUTTON TRUNK (CUBE)
",SALIM MK FROZEN SDN BHD,"
		30.09.2019",
"AUSTRALIA FROZEN OFFALS LIVER (CUBE)
",SALIM MK FROZEN SDN BHD,"
		30.09.2019",
AYAM BAKAR,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
AYAM BAKAR BAROKAH,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
AYAM BAKAR MADU,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
AYAM BEREMPAH,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
AYAM BERLADO,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
AYAM BUMBU RUJAK HJ AMRAN,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
AYAM CAJUN (PACKAGE FOOD),AINONS CAKES & PASTRIES,"
		15.02.2020",
AYAM GORENG (PACKAGE FOOD),AINONS CAKES & PASTRIES,"
		15.02.2020",
AYAM GORENG BEREMPAH,AINONS CAKES & PASTRIES,"
		15.02.2020",
AYAM KAPITAN WITH POTATO,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
AYAM KURMA (PACKAGE FOOD),AINONS CAKES & PASTRIES,"
		15.02.2020",
AYAM LIMAU,AINONS CAKES & PASTRIES,"
		15.02.2020",
AYAM MANGHRIBI (PACKAGE FOOD),AINONS CAKES & PASTRIES,"
		15.02.2020",
AYAM MASAK KICAP (PACKAGE FOOD),AINONS CAKES & PASTRIES,"
		15.02.2020",
AYAM MASAK KICAP SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.12.2020",
AYAM MASAK MERAH,PAK HAILAM KOPITIAM SDN BHD,"
		",
AYAM MASAK MERAH,AINONS CAKES & PASTRIES,"
		15.02.2020",
AYAM MASAK MERAH GRAVY,PAK HAILAM KOPITIAM SDN BHD,"
		",
AYAM MASAK MERAH PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.12.2020",
AYAM MASAK MERAH WITH GREEN PEAS AND ONIONS,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
AYAM MASAK MERAH WITH RICE,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
AYAM MASAK MERAH(WAREHOUSE/FUNCTION),TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
AYAM MASAK TOMATO(WAREHOUSE/FUNCTION),TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
AYAM PENYET,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
AYAM PERCIK PASTE,AINONS CAKES & PASTRIES,"
		15.02.2020",
AYAM PERCIK PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.12.2020",
AYAM PERCIK(WAREHOUSE/FUNCTION),TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
AYAM REMPAH KAM HEONG,PAK HAILAM KOPITIAM SDN BHD,"
		15.07.2019",
AYAM RENDANG(WAREHOUSE/FUNCTION),TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
AYAM SAMBAL HIJAU,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
AYAM TANDOORI(WAREHOUSE/FUNCTION),TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
"B1 TENDERLOIN
GRAIN FED YG",GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
"B2 RIBEYE/CUBE ROLL
GRAIN FED YG
",GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
"B3 STRIPLOIN
GRAIN FED YG",GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
BABA GANOUGH-WAREHOUSE,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
BADAK BERENDAM,RAHMAT VENTURE SDN BHD,"
		15.07.2019",
BAGUETTE  ,YEAST ATELIER SDN BHD ,"
		31.07.2019",
BAGUETTE SOURDOUGH,YEAST ATELIER SDN BHD ,"
		31.07.2019",
BAHULU,HAZEL CAKE HOUSE,"
		31.05.2019",
BAKED CHICKEN BUN,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BAKED SALTED EGG DUMPLING,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BAKED SESAME SEED,PAK HAILAM KOPITIAM SDN BHD,"
		",
BAKING POWDER,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
BAKING POWDER,360HORIZONZ SDN. BHD.,"
		15.03.2020",
BAKSO BIHUN/MEE,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
BAKSO DAGING,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
BAKSO PENYET,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
BALUZA CHOCOLATE FLAVOUR(DESSERT)- WAREHOUSE,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
BALUZA CRANBERRY FLAVOUR(DESSERT)- WAREHOUSE,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
BALUZA ORANGE FLAVOUR(DESSERT)- WAREHOUSE,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
BAMBOO CHARCOAL LOVE LETTER,ANN-LEE INDUSTRIES (M) SDN BHD,"
		30.09.2019",
BAMBOO SHOOT ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BAMYEH-WAREHOUSE,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
BAN POTATO,IMAM FOOD SDN BHD,"
		15.08.2019",
BAN WHOLEMEAL,IMAM FOOD SDN BHD,"
		15.08.2019",
BANANA CAKE,YEAST ATELIER SDN BHD ,"
		31.07.2019",
BANANA CAKE LOAF,HAZEL CAKE HOUSE,"
		31.05.2019",
BANANA FLAVOUR,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
BANANA FLAVOUR,360HORIZONZ SDN. BHD.,"
		31.10.2019",
BANANA FLAVOUR (M),KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
BANANA FRITTER FLOUR (TEPUNG GORENG PISANG),SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		",
BANANA FRITTER FLOUR (TEPUNG GORENG PISANG),SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		15.04.2021",
BANANA LOTUS PANCAKE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BANANA MUFFIN ,HAZEL CAKE HOUSE,"
		31.05.2019",
BANANA RED BEAN PANCAKE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BANANA SALTED EGG OYSTER SPRING ROLL (B),NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BANANA SAUSAGE KATAIFI ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BANANA WITH RED BEAN ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BAO - BBQ CHICKEN BAO,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
BAO - KAYA BAO,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
BAO - MALAY CAKE,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
BAO - MEAT CHICKEN BAO,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
BAO - MEITING  GOLD BAO,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
BAO - MOCHA CHOCOLATE BAO,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
BAO - RED BEAN BAO,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
BAO - VEGE' BAO,JZ ORIENTAL DELIGHT SDN. BHD.,"
		15.11.2019",
BARBECUE SEASONING POWDER,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
BARBECUE SEASONING POWDER,360HORIZONZ SDN. BHD.,"
		15.03.2020",
BARLEY FLAVOUR,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
BARLI,360HORIZONZ SDN. BHD.,"
		31.10.2019",
BASIC BROWN SAUCE,DELI ARTISAN SDN. BHD.,"
		28.02.2020",
BASIL CHICKEN WITH SPAGHETTI,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
BASIL LEAF BEEF,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
BASIL LEAF BEEF WITH RICE,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
BASIL LEAF CHICKEN,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
BASIL LEAF CHICKEN WITH RICE,SUPREME DISCOVERY(M) SDN BHD,"
		15.01.2020",
BASIL PESTO SAUCE,DELI ARTISAN SDN. BHD.,"
		28.02.2020",
BASMATHI RICE CAKE (KETUPAT BASMATHI),SRI NONA FOOD INDUSTRIES SDN. BHD.,"
		30.09.2020",
BATIK SAGO,LULU NYONYA GOODIES SDN BHD,"
		15.12.2019",
BAWAL BAKAR ,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
BAWAL PENYET,RESEPI ARENA SDN BHD,"
		Sijil Telah Ditarik Balik",
BAY LEAFE,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
BB BALL,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
BB ROLL,SEAWORLD FRESH MART SDN BHD,"
		15.06.2019",
BBQ BLACK PEPPER SEASONING,WORLD PROMINENCE SDN. BHD.,"
		",
BBQ CHICKEN DRUMSTICK,HONG KONG ROAST SDN BHD,"
		15.08.2019",
BBQ CHICKEN MEAT,PAK HAILAM KOPITIAM SDN BHD,"
		",
BBQ CHICKEN MEAT,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BBQ CHICKEN PAU (CARTOON),TSL BESTMAS MANUFACTURING SDN BHD,"
		31.03.2020",
BBQ DUCK WITH MUSHROOM,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BBQ GLAZE MARINATION,PALACE BUTCHER RESOURCES SDN. BHD.,"
		15.10.2020",
BBQ GLUTINOUS RICE,PAK HAILAM KOPITIAM SDN BHD,"
		",
BBQ SAUCE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		31.12.2020",
BBQ SAUCE/ SAUCE FOR BBQ/ SAUCE FOR BARBECUE/ BARBECUE SAUCE,YUEN CHUN INDUSTRIES SDN BHD,"
		15.05.2019",
BBQ SEASONING,WORLD PROMINENCE SDN. BHD.,"
		",
BEAN PASTE/ ORGANIC BEAN PASTE/ ORGANIC SOY BEAN PASTE,YUEN CHUN INDUSTRIES SDN BHD,"
		31.01.2020",
BEAN SPROUT WITH FRIED ONION AND GARLIC,HONG KONG ROAST SDN BHD,"
		15.08.2019",
BEANCURD CHEESE ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BEANCURD CHICKEN ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BEANCURD CRAB MEAT ROLL ,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BEANCURD CRAB STICK ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BEANCURD PRAWN NOODLE,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BEANCURD PRAWN ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BEANCURD PRAWN ROLL,TSL BESTMAS MANUFACTURING SDN BHD,"
		31.05.2020",
BEANCURD PUFF YONG TAU FOO,SEDAP GUO SDN BHD,"
		30.11.2019",
BEANCURD ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BEANCURD SEAFOOD ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BEANCURD SKIN,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BEANCURD SKIN YONG TAU FOO,SEDAP GUO SDN BHD,"
		30.11.2019",
BEARY HAPPY,ANGEL CANDIES SDN BHD,"
		31.10.2019",
BEARY LOVE YOU,ANGEL CANDIES SDN BHD,"
		31.10.2019",
BEARY PROUD,ANGEL CANDIES SDN BHD,"
		31.10.2019",
BEE HOON SOUP,BEWEMI ENTERPRISE,"
		31.10.2019",
BEEF 100 DAY GRAIN FED CUBE ROLL,GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
BEEF BALLS,IRAS SELERA SDN BHD,"
		15.12.2019",
BEEF BALLS (BLACK PEPPER),IRAS SELERA SDN BHD,"
		15.12.2019",
BEEF BALLS (CHILLI),IRAS SELERA SDN BHD,"
		15.12.2019",
BEEF BALLS (GARLIC),IRAS SELERA SDN BHD,"
		15.12.2019",
BEEF BALLS (MUSHROOM),IRAS SELERA SDN BHD,"
		15.12.2019",
BEEF BALLS (ONION),IRAS SELERA SDN BHD,"
		15.12.2019",
BEEF BALLS (VEGETABLE),IRAS SELERA SDN BHD,"
		15.12.2019",
BEEF BLACK PEPPER(WAREHOUSE/FUNCTION),TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
BEEF BLOCK,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
BEEF BOLOGNAISE,DELI ARTISAN SDN. BHD.,"
		28.02.2020",
BEEF BONE IN SHORT RIB SLICE,PRIMA FINE FOODS SDN BHD,"
		31.12.2019",
BEEF BONE IN SLICE/CUBE,PRIMA FINE FOODS SDN BHD,"
		31.12.2019",
BEEF BONE SLICE/CUBE,PRIMA FINE FOODS SDN BHD,"
		31.12.2019",
"BEEF BRISKET PE (SUB PRIME CUTS)
",GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
BEEF BRISKET SHABU SLICE,PRIMA FINE FOODS SDN BHD,"
		31.12.2019",
BEEF BRISKET SLICE,PRIMA FINE FOODS SDN BHD,"
		31.12.2019",
BEEF CHUCK BONES,GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
BEEF COOKED TRIPE,GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
BEEF CURRY WITH POTATO(WAREHOUSE/FUNCTION),TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
BEEF DICED,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
BEEF FLOSS ROLLS,ANN-LEE INDUSTRIES (M) SDN BHD,"
		",
"BEEF INSIDE (TOPSIDE) SUB PRIME CUTS
",GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
BEEF JERKY,ANN-LEE INDUSTRIES (M) SDN BHD,"
		",
BEEF LIVER,GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
BEEF LUNG,GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
BEEF MEAT BALL,PAK HAILAM KOPITIAM SDN BHD,"
		",
BEEF MEAT SLICED,PAK HAILAM KOPITIAM SDN BHD,"
		",
BEEF MEATBALL,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
BEEF MINCED,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
BEEF NECK BONES SLICE/CUBE,PRIMA FINE FOODS SDN BHD,"
		31.12.2019",
BEEF OXTAIL,GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
BEEF PATTY,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
BEEF PATTY BBQ READY,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
BEEF PEPPERONI SAUSAGE,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
BEEF PIE,AINONS CAKES & PASTRIES,"
		15.02.2020",
BEEF RENDANG,DELI ARTISAN SDN. BHD.,"
		28.02.2020",
BEEF RENDANG(FUNCTION),TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
BEEF RIBEYE SLICE,PRIMA FINE FOODS SDN BHD,"
		31.12.2019",
BEEF RODS,ANN-LEE INDUSTRIES (M) SDN BHD,"
		",
BEEF SALAMI ,DPO MALAYSIA SDN BHD,"
		30.11.2019",
BEEF SATAY ,SAFIAH SATAY SDN.BHD.,"
		31.01.2020",
BEEF SLICED,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
BEEF SOUP,PAK HAILAM KOPITIAM SDN BHD,"
		",
BEEF STREAKY,CAREY FOOD SERVICES SDN. BHD.,"
		31.12.2020",
BEEF STRIPLOIN SLICE,PRIMA FINE FOODS SDN BHD,"
		31.12.2019",
BEEF TENDERLOIN SLICE,PRIMA FINE FOODS SDN BHD,"
		31.12.2019",
BEEF TENDON COOKED FROZEN,PAK HAILAM KOPITIAM SDN BHD,"
		",
BEEF TOPSIDE SLICED/CUBE,PRIMA FINE FOODS SDN BHD,"
		31.12.2019",
"BEEF TRIMMINGS (65CL) SUB PRIME CUTS

",GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
BEEF TRIMMINGS (85CL) SUB PRIME CUTS  ,GLOBAL LIVESTOCK SERVICES SDN. BHD.,"
		15.10.2019",
BEEHOON GORENG (PACKAGE FOOD),AINONS CAKES & PASTRIES,"
		15.02.2020",
BEGEDIL,LULU NYONYA GOODIES SDN BHD,"
		30.11.2019",
BEIJING DUCK ROLL,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BEIJING DUMPLING,NEW WING CHEONG FOODS INDUSTRIES SDN BHD,"
		30.09.2019",
BELACAN,360HORIZONZ SDN. BHD.,"
		31.05.2019",
BELACAN CHILLI POWDER (SERBUK BELACAN CILI),360HORIZONZ SDN. BHD.,"
		31.10.2019",
BELACAN PASTE,SAUCE EMPIRE MANUFACTURING SDN BHD,"
		28.02.2020",
BELACAN POWDER (SERBUK BELACAN),360HORIZONZ SDN. BHD.,"
		31.10.2019",
BELIMBING HITAM,VIASFOOD SDN BHD,"
		31.05.2019",
BENTONG GINGER PUREE,VIASFOOD SDN BHD,"
		31.05.2019",
BENZOIC ACID,KIENTAT TRADING SDN. BHD.,"
		15.07.2019",
BERGEDIL,RAHMAT VENTURE SDN BHD,"
		15.07.2019",
BERIANI LAMB(BIG)-WAREHOUSE,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
BERIANI LAMB(LAMB SHOULDER SMALL-PAVILLION)-WAREHOUSE,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
BERIANI PRAWN-WAREHOUSE,TARBUSH CATERING & FOOD INDUSTRY SDN. BHD.,"
		",
BIG VALUE O-CHOC- CREAM SANDWICH CHOCOLATE FLAVOUR,FOODIE4U SDN BHD,"
		30.06.2019",
"BIG VALUE SANDWICH CREAM BUTTER FLAVOURED   
",FOODIE4U SDN BHD,"
		30.06.2019",
BIG VALUE SANDWICH CREAM CHOCOLATE  FLAVOURED,FOODIE4U SDN BHD,"
		30.06.2019",
BIJAN HITAM,360HORIZONZ SDN. BHD.,"
		15.03.2020",
BIJAN PUTIH,360HORIZONZ SDN. BHD.,"
		15.03.2020",
BIJI GAJUS,360HORIZONZ SDN. BHD.,"
		15.03.2020",
BIJI GANDUM,360HORIZONZ SDN. BHD.,"
		31.10.2019",
BIJI HALBA,360HORIZONZ SDN. BHD.,"
		31.10.2019",
BIJI KETUMBAR,360HORIZONZ SDN. BHD.,"
		31.10.2019",
BIJI SAWI,360HORIZONZ SDN. BHD.,"
		31.10.2019",
BIJI SELASIH KECIL,360HORIZONZ SDN. BHD.,"
		31.10.2019",
BINGKA BERAS,RAHMAT VENTURE SDN BHD,"
		15.07.2019",
BINGKA BERAS,LULU NYONYA GOODIES SDN BHD,"
		15.12.2019",
BINGKA GANDUM,RAHMAT VENTURE SDN BHD,"
		15.07.2019",
